,year,transmission,selling_price,engine,max_power,torque
6268,2019,1,595000,1197,259,41
6269,2018,1,900000,1498,315,199
6270,2018,1,950000,1248,288,193
6272,2017,1,570000,1197,260,48
6273,2018,1,700000,1197,260,48
6274,2018,1,910000,1248,287,193
6275,2018,1,751000,1248,242,178
6277,2009,1,135000,1405,231,95
6283,2017,1,975000,1582,57,270
6284,2019,1,925000,1248,287,193
6285,2016,1,725000,1248,292,193
6286,2013,1,550000,1248,291,193
6287,2014,1,550000,1396,290,221
6288,2013,1,750000,2494,5,187
6289,2013,1,475000,1497,42,116
6290,2017,1,325000,1198,220,10
6291,2017,1,725000,1248,288,193
6292,2018,1,775000,1373,302,85
6293,2017,1,625000,1248,242,178
6295,2014,1,470000,1248,242,178
6296,2017,1,1750000,2393,81,317
6297,2016,1,1650000,2393,81,317
6299,2013,1,380000,1248,242,178
6300,2017,1,650000,1248,242,178
6301,2016,1,275000,814,189,407
6302,2009,1,220000,1799,62,149
6303,2008,1,200000,1086,224,436
6304,2015,1,315000,1196,235,5
6305,2004,1,90000,796,178,398
6306,2007,1,120000,1061,218,415
6307,2006,1,90000,998,222,424
6308,2018,1,1500000,2179,74,311
6309,2015,1,370000,1120,230,137
6310,2016,1,595000,1248,242,178
6311,2007,1,150000,1461,213,140
6312,2012,1,400000,1248,239,178
6313,2016,1,310000,998,222,424
6314,2018,1,385000,998,219,424
6316,2014,1,750000,2179,74,311
6317,2019,0,521000,1086,223,440
6318,2010,1,180000,1248,292,192
6319,2011,1,220000,1399,223,135
6320,1998,1,40000,796,170,388
6321,2018,1,540000,1197,261,36
6322,2007,1,140000,796,178,398
6323,2003,1,200000,993,200,411
6324,2015,1,650000,1498,310,199
6325,2010,1,229999,1399,223,135
6326,2010,1,305000,1248,246,178
6328,2008,1,200000,1399,223,135
6329,2008,1,200000,1399,223,135
6330,2010,1,465000,2489,307,226
6331,2011,1,210000,1461,206,139
6332,2016,1,570000,2523,204,182
6333,2015,1,570000,1373,302,85
6334,2015,1,650000,1373,302,85
6335,2016,1,620000,1197,270,55
6336,2012,1,250000,998,222,424
6337,2011,0,1000000,1995,131,336
6338,2012,1,300000,998,197,408
6339,2013,1,300000,1248,246,185
6340,2018,1,810000,1498,315,199
6341,2011,1,270000,1991,83,309
6342,2015,1,470000,1248,242,178
6343,2017,1,400000,1248,289,174
6344,2014,1,300000,998,219,424
6345,2015,1,170000,796,180,400
6346,2014,1,455999,1461,23,249
6347,2009,1,121000,2489,307,226
6350,2016,1,650000,1248,287,193
6351,2017,1,350000,1193,289,105
6352,2013,1,125000,936,194,123
6353,2005,0,80000,796,178,398
6355,2008,1,250000,1497,251,66
6356,2011,1,225000,1598,14,260
6357,2007,1,215000,2523,205,157
6358,2017,1,450000,1186,241,170
6359,2017,1,509999,1197,261,36
6360,2015,1,245000,796,180,400
6362,2016,1,620000,1248,287,193
6364,2019,1,1700000,1956,71,324
6365,2019,1,590000,1198,218,10
6366,2014,1,370000,1248,240,178
6367,2013,1,350000,1197,278,50
6368,2017,1,580000,1197,268,55
6369,2018,1,450000,1197,261,36
6370,2017,1,600000,1197,261,46
6371,2016,0,2400000,2198,96,342
6372,2017,1,450000,1197,260,48
6373,2009,1,150000,1396,228,95
6374,2019,1,400000,1196,235,5
6375,2013,1,185000,796,180,400
6376,2018,0,625000,1197,259,41
6377,2019,1,700000,1197,261,46
6378,2017,1,390000,998,219,424
6379,2018,1,625000,1198,25,143
6380,2014,1,400000,1197,278,50
6381,2011,1,380000,1396,295,224
6382,2009,0,400000,1794,71,150
6383,2019,1,620000,1193,289,105
6384,2008,1,190000,1399,218,139
6385,2013,1,210000,796,180,400
6386,2012,1,270000,1248,240,178
6387,1999,1,45000,993,200,411
6388,2014,1,220000,814,189,407
6389,2014,1,550000,2523,205,160
6390,2013,1,370000,1197,265,37
6392,2015,1,650000,2489,302,215
6393,2012,1,550000,1497,36,118
6394,2010,1,225000,1399,223,135
6395,2004,1,40000,796,170,388
6396,2016,1,280000,814,189,407
6397,2017,0,570000,1499,30,97
6398,2017,1,290000,796,180,400
6399,2018,1,720000,1396,290,218
6400,2017,1,800000,1498,310,199
6401,2012,1,265000,1086,224,436
6402,2010,1,135000,796,178,398
6403,2016,1,350000,1498,317,212
6405,2016,1,490000,1248,236,148
6406,2012,1,450000,1582,60,274
6407,2016,1,950000,1997,45,284
6408,2012,1,355000,1298,278,50
6409,2019,1,700000,1197,261,47
6410,2012,1,459999,2179,45,287
6411,2012,1,350000,1199,239,161
6412,2006,1,85000,796,178,398
6413,2016,1,290000,796,180,400
6414,2019,1,1000000,1498,311,193
6415,2008,1,85000,1193,211,439
6416,2003,1,65000,796,178,398
6417,2005,1,75000,1493,0,78
6418,2003,1,100000,1896,215,207
6419,2009,1,170000,1405,231,95
6420,2017,0,525000,1197,261,36
6421,2020,1,265000,998,220,424
6422,2018,1,459999,1199,274,49
6423,2017,1,250000,998,220,424
6424,2013,1,395000,1248,242,178
6425,2014,1,375000,1197,262,50
6426,2009,1,120000,1405,231,90
6427,2011,1,290000,1248,239,43
6428,2017,1,409999,1199,274,49
6429,2009,1,200000,995,205,422
6430,2018,1,900000,1498,26,260
6431,2003,1,50000,796,170,388
6432,2012,1,450000,1461,23,249
6433,2012,1,650000,2179,74,311
6434,2014,1,300000,1498,287,237
6435,2014,1,425000,1498,293,198
6436,1998,1,55000,993,200,411
6437,2011,1,200000,1197,253,32
6438,2015,1,975000,2179,74,311
6439,2013,1,450000,2523,204,182
6440,2014,1,600000,2523,204,182
6441,2014,1,550000,2523,204,183
6442,2011,1,180000,1248,246,175
6443,2010,1,300000,2498,31,277
6444,2016,1,350000,1193,289,105
6445,2014,1,465000,1248,242,178
6446,2010,1,200000,1248,292,192
6447,2014,1,350000,1248,238,148
6448,2015,1,650000,1497,40,115
6449,2010,1,150000,1197,253,32
6450,2014,1,560000,1498,311,193
6451,2015,1,625000,1396,290,218
6452,2012,1,220000,1399,223,139
6453,2013,1,250000,1399,226,139
6454,2018,1,575000,1248,289,174
6455,2015,1,1050000,2179,74,311
6456,2015,0,3000000,2179,134,367
6457,2012,1,200000,2179,71,302
6458,2016,1,262000,796,180,400
6459,2018,1,299000,814,189,407
6460,2015,1,250000,796,180,400
6461,2011,1,140000,1086,204,431
6462,2013,1,360000,1248,242,178
6463,2015,1,210000,1198,221,10
6464,2017,1,600000,1396,290,221
6465,2011,1,210000,1199,246,158
6466,2011,1,300000,1598,14,260
6467,2016,1,450000,1197,262,50
6468,2018,0,3200000,3198,143,369
6469,2019,1,550000,1197,261,36
6470,2011,1,100000,1248,246,167
6471,2012,1,185000,814,189,407
6472,2006,1,80000,1061,208,413
6473,2017,1,295000,796,180,400
6474,2017,1,360000,999,218,426
6475,2014,1,210000,998,222,424
6476,2019,0,585000,1197,261,47
6477,2016,1,560000,1498,289,237
6478,2015,1,600000,1498,311,193
6479,2017,1,330000,1198,218,10
6480,2019,1,990000,1591,49,127
6481,2012,1,300000,1364,222,144
6482,2018,1,650000,1198,25,143
6483,2019,0,695000,1197,261,58
6484,2014,1,300000,1120,230,137
6485,2015,1,270000,796,180,400
6486,2010,1,185000,2179,71,302
6487,2013,1,200000,1248,249,200
6488,2019,1,459999,998,196,408
6489,2018,1,860000,1497,25,278
6490,2018,1,400000,1199,274,49
6491,2013,1,240000,1248,240,178
6492,2015,1,570000,1248,242,178
6493,2018,1,850000,1498,315,199
6494,2011,1,155000,1399,223,139
6495,2011,1,270000,1396,295,224
6496,2015,1,610000,1373,296,85
6497,2015,1,1000000,1582,57,275
6498,2012,1,450000,2179,45,287
6499,2018,1,500000,1186,241,171
6500,2018,1,700000,1498,312,193
6501,2007,1,135000,796,178,398
6502,2012,1,430000,2179,45,287
6503,2014,1,625000,1582,60,274
6504,2011,1,280000,1498,308,89
6505,2015,1,800000,1997,45,284
6506,2012,1,220000,1248,240,178
6507,2017,1,620000,1197,259,41
6508,2011,1,300000,2179,69,302
6509,2010,1,180000,796,178,398
6510,2013,1,250000,1199,239,161
6511,2017,1,480000,1197,270,55
6512,2019,1,885000,1497,50,124
6513,2020,1,550000,1198,250,173
6514,2018,1,800000,1248,243,178
6515,2013,1,180000,1086,204,431
6517,2012,1,380000,1396,291,220
6518,2019,0,520000,1199,272,49
6519,2004,1,90000,796,178,398
6520,2016,1,330000,998,219,424
6521,1999,1,40000,796,170,388
6522,2015,1,370000,1248,238,148
6523,2009,1,290000,1497,36,118
6524,2013,1,215000,814,189,407
6525,2017,1,1282000,2179,91,348
6526,2012,1,610000,2494,5,187
6527,2013,1,380000,1396,291,219
6528,2017,1,1250000,1997,45,284
6529,2012,1,400000,1582,59,275
6530,2018,0,700000,1197,261,47
6531,2014,1,650000,1461,23,249
6532,2014,1,95000,624,172,380
6533,2015,1,1147000,2179,74,311
6534,2010,1,150000,1086,203,431
6535,2008,1,120000,796,178,398
6537,2010,1,180000,1399,223,135
6538,2013,1,325000,1388,218,139
6539,2015,1,550000,1498,310,199
6540,2018,1,950000,1498,310,199
6541,2014,1,500000,1498,294,198
6542,2017,1,725000,1498,318,212
6543,2015,1,500000,1194,306,59
6544,2011,1,180000,1461,210,139
6545,2016,1,650000,1396,290,221
6546,2010,1,285000,1248,246,178
6547,2011,1,210000,1461,210,139
6548,2012,1,200000,1399,218,139
6549,2011,1,295000,1598,14,260
6550,2007,1,160000,1497,251,66
6551,2017,0,450000,998,219,424
6552,2016,1,385000,1198,218,10
6553,2011,1,350000,1388,218,139
6592,2019,1,558000,1248,243,178
6593,2010,1,165000,1086,204,431
6594,2012,1,300000,1396,291,220
6596,2012,1,900000,2179,74,311
6597,2008,0,830000,2993,154,382
6599,2014,1,640000,1498,13,260
6600,2015,1,900000,2179,45,284
6601,2013,1,450000,1248,238,148
6602,2018,1,825000,1248,287,193
6603,2013,1,500000,2179,71,302
6604,2017,1,325000,1198,262,54
6605,2014,1,450000,1461,23,249
6606,2017,1,675000,1199,289,31
6607,2017,1,415000,1193,289,105
6608,2017,1,1100000,1396,289,221
6609,2016,1,500000,1198,237,27
6610,2014,1,509999,2523,204,182
6611,2007,1,200000,2609,45,287
6612,2007,1,60000,796,170,388
6613,2013,1,500000,1582,59,275
6614,2009,1,45000,1396,187,412
6615,2017,1,270000,799,186,405
6616,2017,1,550000,1197,261,46
6617,2016,1,235000,999,218,426
6618,2018,1,600000,1197,260,48
6619,2015,1,525000,1498,311,193
6620,2012,1,325000,1248,242,178
6621,2014,1,420000,1248,242,178
6622,2014,1,229999,998,222,424
6623,2013,1,375000,1248,242,178
6624,2012,1,750000,2179,45,287
6625,2018,1,400000,1199,274,49
6626,2013,1,600000,2179,74,311
6627,2008,1,110000,1086,205,421
6628,2007,1,45000,796,170,388
6629,2019,1,722000,2523,230,190
6630,2020,1,500000,1199,273,49
6631,2007,1,250000,1493,28,250
6632,2018,1,950000,1498,26,260
6633,2013,1,375000,1461,276,196
6634,2018,1,780000,1248,243,178
6635,2018,1,575000,1086,223,440
6636,2017,1,563000,1197,260,48
6637,2017,1,450000,1199,274,49
6638,2020,0,2300000,2393,81,329
6639,1999,1,80000,796,170,388
6640,2010,1,320000,1396,295,224
6641,2008,1,375000,1799,62,149
6642,2017,1,400000,1196,235,5
6643,2011,1,600000,2498,31,277
6644,2016,1,315000,999,218,426
6645,2012,0,1100000,1995,128,337
6646,2010,1,350000,1248,239,178
6647,2016,1,375000,1196,235,5
6648,2013,1,1050000,2494,3,188
6650,2015,1,350000,998,219,424
6652,2010,1,120000,1061,218,415
6653,2015,1,819999,2179,74,311
6655,2018,0,451999,998,219,424
6656,2016,1,500000,1197,262,50
6657,2015,1,1250000,2494,3,191
6658,2015,1,500000,1493,0,241
6659,2015,1,490000,1248,242,178
6660,2008,1,200000,1248,239,178
6661,2012,1,240000,998,222,424
6662,2018,1,655000,1197,260,48
6663,2018,1,620000,1197,261,46
6664,2015,1,450000,1197,269,55
6665,2014,1,310000,998,219,424
6666,2007,1,150000,796,178,398
6667,2012,1,180000,936,194,123
6668,2011,1,150000,1405,230,94
6669,2011,1,160000,1399,223,139
6670,2013,1,600000,2523,246,190
6671,2012,1,380000,1598,12,260
6672,2007,1,120000,1405,230,79
6673,2011,1,350000,2494,2,191
6674,2012,1,135000,1405,230,93
6675,2018,1,610000,1197,261,36
6676,2020,1,260000,1498,287,237
6677,2017,1,500000,1197,261,36
6678,2016,1,220000,999,218,426
6679,2006,1,121000,1799,62,149
6680,2017,1,350000,1396,229,106
6681,2018,0,2200000,1968,128,337
6682,2011,1,280000,1396,295,224
6683,2020,1,919999,1198,25,143
6684,2011,1,320000,1396,295,224
6685,2012,1,140000,1399,223,139
6686,2012,1,310000,1248,292,193
6687,2006,1,65000,796,170,388
6688,2013,1,300000,1248,238,148
6708,2011,1,575000,2179,74,311
6709,2014,1,440000,2179,69,304
6710,2012,1,380000,1248,242,178
6711,2010,1,140000,1368,295,57
6712,2015,1,475000,1248,242,174
6713,2011,1,200000,2489,307,226
6714,2010,1,400000,1248,246,178
6715,2008,1,425000,2494,5,187
6717,2015,1,509999,1498,311,193
6718,2010,1,275000,1086,224,436
6719,2017,1,650000,1248,236,148
6720,2019,1,1850000,1956,112,324
6721,2014,1,650000,1461,23,245
6722,2016,1,360000,1248,298,202
6723,2018,0,650000,1498,27,261
6724,2013,0,2000000,2179,134,359
6725,2017,1,675000,1248,236,148
6726,2006,1,50000,796,170,388
6727,2017,1,445000,1197,259,41
6728,2018,1,750000,1396,291,231
6729,2012,1,425000,1248,242,178
6731,2017,1,850000,1396,290,221
6732,2016,1,400000,998,219,424
6733,2014,1,200000,1396,228,106
6734,2016,1,550000,1498,311,193
6735,2012,1,250000,1198,283,16
6736,2014,1,206000,796,180,400
6737,2014,1,290000,814,189,407
6738,2010,1,45000,624,168,371
6740,2012,1,220000,1461,276,196
6741,2008,0,515000,2143,112,346
6742,2010,1,170000,796,178,398
6743,2010,1,260000,1248,246,178
6744,2012,1,315000,1598,14,260
6745,2011,1,225000,998,222,424
6746,2012,1,420000,1968,71,303
6747,2011,1,525000,2179,45,287
6748,2018,0,670000,1248,242,178
6750,2013,1,250000,1399,226,139
6751,2009,1,229999,1248,239,178
6752,2009,1,229999,1248,239,178
6753,2013,1,300000,1198,281,16
6754,2010,1,165000,998,216,424
6755,2010,1,295000,2179,68,302
6756,2011,1,360000,1582,59,275
6757,2011,1,380000,1582,59,275
6758,2017,1,300000,999,218,426
6759,2008,1,320000,2609,38,282
6760,2016,1,325000,1198,218,10
6761,2010,1,160000,1248,292,192
6762,2018,1,630000,1493,230,182
6764,2014,1,229999,796,180,400
6765,2014,1,440000,1248,242,178
6766,2007,1,90000,995,203,422
6767,2017,1,750000,1248,287,193
6768,2012,1,330000,1497,36,118
6769,2016,1,715000,1248,287,193
6770,2013,1,250000,1199,246,161
6771,2007,1,120000,1061,208,415
6772,2004,1,100000,1597,300,83
6773,2017,0,850000,1498,26,260
6774,2018,1,450000,1186,241,170
6775,2012,1,240000,1199,239,161
6777,2015,1,600000,1248,242,178
6778,2016,1,280000,1248,236,148
6779,2012,1,465000,1582,60,274
6780,2018,1,350000,796,180,400
6781,2013,1,325000,1197,253,32
6782,2004,1,50000,1405,203,62
6783,2006,1,110000,796,178,398
6785,2015,1,515000,2523,204,182
6786,2018,1,750000,1373,296,85
6787,2018,1,350000,814,189,407
6788,2019,1,488999,1197,261,36
6789,2017,1,300000,796,180,400
6790,2017,1,650000,1248,242,178
6791,2014,1,250000,998,216,424
6792,2014,1,200000,796,180,400
6793,2015,1,950000,2179,45,284
6794,2012,1,200000,1396,228,106
6795,2016,1,276000,998,224,427
6796,2014,1,250000,814,189,407
6797,2008,1,95000,796,178,398
6798,2011,1,200000,1396,230,106
6799,2012,1,450000,1582,60,274
6800,2013,1,900000,2179,74,311
6801,2010,1,200000,1396,228,95
6802,2010,1,200000,1197,253,33
6803,2011,1,370000,2523,204,182
6804,2008,1,250000,1193,213,3
6805,2016,1,290000,799,186,405
6806,2018,1,900000,1248,287,193
6807,2013,1,325000,1399,226,139
6808,2016,1,425000,1197,262,50
6809,2016,1,315000,799,186,405
6810,2014,1,300000,998,220,424
6811,2013,1,325000,1197,253,33
6812,2016,1,900000,1396,289,221
6813,2016,1,950000,1396,289,221
6814,2010,1,320000,1598,14,260
6815,2019,1,500000,999,246,428
6816,2012,1,290000,1196,230,7
6817,2012,1,60000,624,171,380
6818,2009,1,120000,998,216,424
6819,2017,1,850000,1498,309,193
6820,2017,1,1750000,2393,82,317
6821,2015,1,600000,1498,311,193
6822,2015,1,620000,1498,292,237
6823,2009,1,150000,796,178,398
6824,2011,1,150000,1086,203,431
6825,2008,1,135000,1396,319,72
6826,2011,1,200000,1405,231,95
6827,2015,1,730000,1248,287,193
6828,2013,1,800000,2494,3,191
6829,2009,1,300000,2498,31,277
6830,2012,1,190000,1399,223,139
6831,2011,1,350000,1799,63,141
6832,2015,1,509999,1120,231,159
6833,2012,1,400000,1248,291,193
6834,2013,1,800000,2494,0,191
6836,2016,1,930000,1582,57,275
6837,2016,1,720000,1248,287,193
6838,2011,1,225000,1196,230,7
6839,2019,1,950000,1498,315,199
6840,2018,1,530000,1197,261,46
6841,2016,1,470000,1197,260,48
6842,2017,1,650000,2523,205,160
6843,2014,1,540000,2179,71,302
6844,2015,1,459999,1248,242,178
6845,2019,1,325000,799,186,405
6846,2016,1,240000,796,167,388
6847,2017,1,400000,1198,262,54
6848,2004,1,70000,796,178,398
6849,2009,1,250000,1298,278,50
6850,2014,1,910000,2494,3,191
6851,2018,1,720000,1248,243,178
6852,2015,1,590000,1248,242,178
6853,2015,1,434000,2499,234,147
6854,2006,1,145000,2523,205,157
6855,2018,1,445000,1198,262,54
6856,2011,1,191000,1086,204,431
6857,2018,1,372000,1498,317,212
6858,2005,1,65000,998,222,424
6860,2015,1,300000,1399,224,139
6861,2003,1,125000,2609,38,282
6862,2017,1,520000,1199,274,49
6863,2014,1,190000,796,180,400
6864,2018,1,310000,999,218,426
6865,2012,1,750000,2494,5,187
6866,2016,0,750000,1493,0,241
6867,2019,1,350000,998,220,424
6868,2020,1,360000,796,180,400
6869,2017,1,285000,799,186,405
6870,2013,1,160000,796,180,400
6871,2015,1,229999,1198,218,10
6872,2007,1,85000,796,178,398
6873,2018,1,300000,999,218,426
6874,2014,1,675000,2179,45,287
6875,2014,1,700000,2179,45,287
6876,2008,1,400000,2609,38,282
6877,2016,1,254999,799,186,405
6878,2015,1,1050000,2179,45,284
6879,2013,1,390000,1248,242,178
6880,2015,1,450000,1364,219,144
6881,2016,0,1630000,2755,116,328
6882,2017,1,725000,1248,287,193
6883,2013,1,466000,2179,71,302
6900,2019,1,1520000,1368,98,266
6901,2014,1,229999,998,220,424
6902,2011,1,250000,2523,205,160
6903,2016,1,1350000,2179,74,311
6904,2013,1,220000,1086,204,431
6905,2015,1,360000,1120,231,159
6906,2018,1,350000,998,220,424
6907,2012,1,500000,1582,60,274
6908,2013,1,145000,936,194,123
6909,2014,1,300000,1199,264,14
6911,2009,1,180000,1495,304,64
6914,2014,1,620000,1461,23,249
6915,2015,1,360000,1496,290,88
6916,2010,1,245000,1086,204,431
6918,2003,1,130000,1597,300,83
6919,1999,1,70000,1298,277,30
6920,1999,1,70000,1298,277,30
6921,2014,1,650000,1498,293,198
6922,2019,1,610000,1197,259,41
6923,2015,1,300000,998,220,424
6924,2014,1,425000,1120,230,137
6925,2012,1,450000,1582,60,274
6926,2011,1,450000,1582,59,275
6927,2011,0,340000,1197,253,33
6928,2013,1,650000,1248,291,193
6929,2009,1,160000,1396,228,95
6930,2014,1,250000,1405,230,94
6931,2012,1,225000,936,194,123
6932,2007,1,55000,1396,183,416
6933,1996,1,42000,796,170,388
6935,2006,1,282000,1991,31,276
6936,2007,1,80000,1405,203,62
6937,2016,1,500000,1197,270,55
6938,2016,1,500000,1498,317,212
6939,2011,1,400000,1248,242,178
6940,2013,1,550000,2523,204,182
6941,2007,1,200000,2179,71,302
6942,2012,1,280000,1197,253,33
6943,2014,1,580000,1248,242,178
6944,2009,1,100000,1248,295,192
6945,2014,1,550000,2523,246,190
6946,2017,1,700000,1493,0,241
6947,2010,1,150000,1368,295,57
6948,2014,1,190000,814,189,407
6949,2013,1,500000,2523,204,182
6950,2017,1,640000,1248,242,178
6951,2011,1,340000,1199,246,161
6952,2019,1,811000,1396,291,231
6953,2016,1,409999,1248,240,178
6954,2007,1,220000,1298,286,21
6955,2013,1,170000,1405,181,416
6956,2018,1,700000,1197,261,47
6957,2015,1,950000,2179,45,284
6958,2003,1,80000,1599,304,65
6978,2014,1,420000,1248,242,178
6979,2018,1,899000,1248,287,193
6980,2019,1,459999,1198,218,10
6981,2008,1,150000,1493,28,250
6982,2017,1,350000,999,218,426
6983,2015,1,509999,1364,220,144
6984,2013,1,500000,2523,204,183
6985,2017,1,370000,1193,289,105
6986,2013,1,240000,998,222,424
6987,2015,1,530000,1396,290,221
6988,2015,1,1000000,2179,45,284
6989,2018,1,1600000,2393,82,317
6990,2014,1,350000,1197,253,33
6991,2015,0,1100000,2179,74,311
6992,2011,1,220000,1197,255,19
6993,2015,1,350000,1197,262,50
6994,2013,1,370000,1248,242,178
6995,2014,1,220000,1298,278,50
6997,2017,1,400000,1198,250,173
7005,2017,1,570000,1497,51,124
7006,2013,1,650000,2179,74,311
7007,2012,1,1680000,2982,115,318
7008,2018,1,250000,799,188,405
7009,2014,1,320000,1197,253,33
7010,2017,0,440000,998,218,424
7011,2013,1,315000,1197,265,37
7013,2010,1,202999,1248,295,192
7014,2012,1,179000,814,189,407
7015,2008,1,140000,1197,253,32
7016,2008,1,150000,1061,208,415
7017,2011,1,440000,2523,205,157
7018,2011,1,250000,1399,223,139
7019,2014,1,330000,998,219,424
7020,2010,1,250000,1196,230,7
7021,2012,1,335000,1197,265,37
7022,2016,1,1025000,2179,74,311
7023,2012,1,320000,1197,255,19
7024,2015,1,550000,1373,296,85
7025,2018,1,800000,1498,311,193
7026,2017,1,380000,1199,274,49
7027,2013,1,400000,1461,271,194
7028,2016,1,375000,998,219,424
7029,2017,0,1100000,1497,41,115
7030,2018,1,650000,1197,260,48
7031,2014,0,361000,1198,247,11
7032,2012,1,140000,814,189,407
7033,2019,1,550000,1197,261,36
7034,2019,1,670000,1199,291,31
7035,2017,1,880000,1248,287,193
7036,2018,1,950000,1498,315,199
7037,2010,1,300000,1991,83,309
7038,2017,0,1150000,1497,41,115
7039,2015,0,450000,1998,103,332
7040,2018,1,375000,1196,202,417
7041,2016,1,600000,1373,296,85
7042,2008,1,700000,2494,5,187
7043,2018,1,600000,1186,241,171
7044,2014,1,630000,2179,43,285
7045,2016,1,590000,1373,296,85
7046,2019,1,420000,1086,223,440
7047,2016,1,1950000,2477,121,351
7048,2013,1,541000,2179,71,302
7049,2015,1,900000,2494,3,191
7051,2009,1,250000,1248,295,192
7052,2019,1,670000,2523,204,182
7053,2019,1,530000,1199,272,49
7054,2012,1,150000,936,194,123
7055,2013,1,550000,2179,74,311
7056,2015,1,650000,1997,45,284
7057,2012,1,180000,1405,230,94
7058,2015,1,585000,2498,19,248
7059,2013,1,345000,1197,265,37
7060,2013,1,350000,1248,242,178
7061,2016,1,725000,1497,40,115
7062,2012,1,250000,1405,230,95
7063,2002,1,45000,796,170,388
7064,2007,1,409999,2494,5,187
7065,2017,1,325000,999,218,426
7066,2016,1,350000,998,220,424
7067,2012,1,180000,796,178,398
7068,2010,1,150000,1368,295,56
7069,2020,1,700000,1197,288,45
7070,2016,1,795000,1248,287,193
7071,2019,1,950000,2498,19,248
7072,2018,0,885000,1498,25,261
7073,2011,1,160000,1248,239,178
7074,2012,1,300000,1396,295,224
7075,2018,0,950000,1498,25,261
7076,2015,1,549000,1248,291,193
7077,2018,0,3000000,1968,78,305
7078,2015,1,1200000,2494,3,188
7079,2012,1,570000,1461,251,244
7080,2017,1,800000,2498,19,248
7081,2009,1,375000,1493,28,250
7082,2009,1,300000,2523,205,157
7083,2013,1,350000,1496,290,88
7084,2011,1,400000,2523,205,157
7085,2015,1,434999,1498,292,237
7087,2015,1,260000,796,180,400
7088,2013,1,450000,1248,242,178
7089,2013,1,459999,1582,60,274
7090,2011,1,210000,1248,239,43
7091,2015,1,540000,1197,270,55
7092,2017,1,710000,1248,287,193
7093,2018,1,285000,796,180,400
7094,2019,1,990000,1396,289,221
7095,2017,1,362000,1193,210,4
7096,2017,1,880000,1498,315,199
7097,2017,1,700000,1493,0,241
7098,2016,1,600000,2523,205,160
7099,2015,1,700000,1598,6,113
7100,2016,1,400000,1047,228,106
7101,2010,1,165000,1495,302,70
7102,2007,1,350000,2494,5,187
7103,2014,1,425000,1373,302,85
7104,2012,1,180000,1086,204,431
7105,2012,1,170000,998,222,424
7106,2014,1,370000,2523,205,160
7107,2018,1,800000,1248,287,193
7108,2017,1,900000,1498,315,199
7109,2013,1,390000,1248,242,178
7110,2014,1,445000,1248,242,178
7111,2014,1,459999,1248,242,178
7112,2013,1,275000,998,202,418
7113,2009,1,200000,1248,239,43
7114,2012,1,350000,1197,278,50
7115,2007,1,95000,2092,61,203
7116,2014,1,550000,1364,219,144
7117,2016,1,900000,2499,234,147
7118,2013,1,350000,2956,273,257
7120,2014,1,455999,1197,262,50
7121,2008,1,129000,796,178,398
7122,2017,1,254000,796,180,400
7123,2014,1,570000,1498,315,210
7124,2018,1,840000,1461,270,193
7125,2010,1,235000,2179,71,302
7126,2016,1,700000,1493,0,241
7128,2018,1,528000,1197,261,36
7129,2017,1,1500000,1956,112,324
7130,2016,1,560000,2523,205,160
7131,2016,1,600000,2523,205,160
7132,2007,1,102000,1150,244,29
7133,2014,1,750000,2179,74,311
7134,2010,1,148000,1150,247,17
7135,2015,1,650000,1197,268,55
7136,2012,1,310000,1198,239,27
7137,2014,1,480000,1197,262,50
7138,2018,1,320000,796,180,400
7139,2015,1,750000,1497,40,115
7140,2017,1,370000,1198,219,10
7141,2013,1,320000,1197,278,50
7142,2013,1,420000,1197,278,50
7143,2010,1,240000,1298,278,50
7144,2017,1,220000,999,218,426
7145,2016,1,350000,1199,274,49
7146,2018,1,675000,1498,311,193
7147,2016,1,434999,1197,252,9
7148,2006,0,125000,1997,76,180
7149,2016,1,400000,1198,262,54
7150,2015,1,425000,2499,234,147
7151,2010,1,311000,1248,246,169
7152,2015,1,509999,2499,234,147
7153,2015,1,530000,1498,317,212
7154,2008,1,210000,1896,215,207
7155,2019,1,977000,1497,48,294
7156,2018,1,440000,998,219,424
7157,2018,1,440000,998,219,424
7158,2018,1,655000,1197,260,48
7159,2016,1,295000,799,186,405
7161,2007,1,65000,1086,217,1
7162,2017,1,1200000,2179,91,348
7163,2017,1,1251000,2179,91,348
7164,2010,1,200000,1396,228,106
7165,2016,1,750000,1396,290,218
7166,2018,1,400000,998,196,408
7167,2017,1,475000,1198,281,16
7168,2012,1,110000,1405,230,80
7169,2017,1,350000,999,218,426
7170,2016,1,450000,1248,242,178
7171,2010,1,150000,1405,230,79
7172,2009,1,80000,1396,187,412
7173,2015,1,430000,1197,260,48
7174,2017,1,1450000,2393,82,317
7175,2011,1,360000,1991,83,309
7176,2017,0,1445000,2179,91,348
7177,2016,1,670000,1498,311,193
7178,2016,0,2000000,1991,130,289
7180,2015,1,440000,1498,311,193
7181,2012,1,254999,1396,295,224
7182,2018,1,530000,1198,220,10
7183,2016,1,890000,1997,74,301
7184,2013,1,280000,1199,239,161
7185,2017,0,725000,1197,259,41
7186,2016,1,700000,1493,0,241
7187,2007,1,90000,998,222,424
7188,2015,1,287000,1086,224,436
7189,2018,0,1380000,1591,49,125
7190,2013,1,750000,2494,3,188
7191,2016,1,650000,1396,21,92
7192,2013,1,240000,998,219,424
7193,2013,1,290000,814,189,407
7194,2014,1,229999,814,189,407
